Format Version,1.23,Take Name,MS024MPT010,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-04-29 05.48.08.186 PM,Total Frames in Take,26849,Total Exported Frames,26849,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ConcordeS,ConcordeS
,ID,"D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F","D4794718C63111ECB7ECD18E5C9C329F"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
131,1.091667,-0.578950,-1.853310,-12.938779,-0.141767,0.242593,-0.003353
132,1.100000,-0.563332,-1.842438,-12.951966,-0.141832,0.242616,-0.003326
133,1.108333,-0.563470,-1.847803,-12.945359,-0.141788,0.242607,-0.003346
134,1.116667,-0.567582,-1.856638,-12.832944,-0.141734,0.242628,-0.003363
135,1.125000,,,,,,
136,1.133333,-0.646507,-1.856022,-12.880145,-0.141725,0.242741,-0.003360
137,1.141667,-0.579101,-1.851222,-12.945983,-0.141762,0.242609,-0.003351
138,1.150000,-0.567764,-1.841411,-12.948749,-0.141818,0.242628,-0.003341
139,1.158333,-0.651676,-1.852754,-12.999650,-0.141751,0.242703,-0.003360
140,1.166667,-0.628031,-1.845732,-13.002123,-0.141789,0.242721,-0.003350
141,1.175000,-0.586432,-1.830218,-12.964082,-0.141764,0.242652,-0.003327
142,1.183333,-0.565555,-1.841327,-12.936497,-0.141779,0.242595,-0.003338
143,1.191667,-0.553052,-1.842012,-12.944929,-0.141770,0.242602,-0.003335
144,1.200000,-0.644188,-1.851831,-13.009124,-0.141814,0.242742,-0.003352
145,1.208333,-0.597726,-1.820239,-12.944231,-0.141738,0.242616,-0.003327
146,1.216667,-0.571833,-1.848032,-12.940662,-0.141761,0.242591,-0.003354
147,1.225000,-0.564240,-1.841935,-12.931955,-0.141759,0.242585,-0.003352
148,1.233333,-0.564659,-1.848078,-12.931050,-0.141752,0.242585,-0.003362
149,1.241667,-0.527114,-1.835480,-12.790606,-0.141707,0.242556,-0.003339
150,1.250000,-0.581982,-1.852749,-12.936861,-0.141770,0.242599,-0.003357
151,1.258333,-0.566989,-1.838445,-12.821088,-0.141724,0.242602,-0.003337
152,1.266667,-0.564302,-1.838163,-12.938337,-0.141752,0.242577,-0.003345
153,1.275000,-0.568152,-1.848696,-12.810896,-0.141724,0.242594,-0.003355
154,1.283333,-0.580252,-1.853385,-12.954639,-0.141803,0.242618,-0.003354
155,1.291667,-0.583393,-1.859179,-12.952731,-0.141758,0.242604,-0.003364
156,1.300000,-0.564358,-1.833759,-12.935563,-0.141743,0.242577,-0.003344
157,1.308333,-0.600486,-1.827730,-12.963390,-0.141780,0.242655,-0.003326
158,1.316667,-0.563591,-1.838757,-12.947761,-0.141815,0.242622,-0.003344
159,1.325000,-0.576759,-1.839946,-12.950038,-0.141757,0.242612,-0.003348
160,1.333333,-0.562135,-1.838018,-12.820246,-0.141717,0.242599,-0.003346
161,1.341667,-0.572497,-1.854764,-12.834889,-0.141760,0.242630,-0.003352
162,1.350000,-0.595237,-1.829067,-12.956301,-0.141734,0.242635,-0.003330
163,1.358333,-0.573304,-1.855726,-12.828918,-0.141740,0.242622,-0.003367
164,1.366667,-0.597131,-1.824053,-12.954441,-0.141766,0.242636,-0.003312
165,1.375000,-0.572859,-1.846879,-12.942026,-0.141803,0.242608,-0.003346
166,1.383333,-0.559696,-1.841358,-12.933709,-0.141747,0.242585,-0.003347
167,1.391667,-0.579438,-1.843826,-12.819627,-0.141729,0.242613,-0.003354
168,1.400000,-0.601468,-1.840727,-12.843354,-0.141717,0.242656,-0.003353
169,1.408333,-0.556199,-1.837783,-12.808316,-0.141723,0.242593,-0.003356
170,1.416667,-0.563172,-1.842033,-12.937996,-0.141750,0.242584,-0.003357
171,1.425000,-0.599632,-1.820833,-12.952808,-0.141781,0.242643,-0.003320
172,1.433333,-0.561124,-1.843956,-12.819122,-0.141721,0.242599,-0.003364
173,1.441667,-0.570441,-1.835001,-12.946535,-0.141794,0.242608,-0.003348
174,1.450000,-0.591850,-1.824969,-12.839453,-0.141704,0.242644,-0.003331
175,1.458333,-0.606694,-1.832512,-12.963529,-0.141794,0.242667,-0.003337
176,1.466667,-0.597903,-1.827749,-12.959628,-0.141772,0.242651,-0.003330
177,1.475000,-0.574684,-1.850114,-12.829638,-0.141747,0.242628,-0.003368
178,1.483333,-0.565691,-1.846174,-12.821206,-0.141738,0.242605,-0.003362
179,1.491667,-0.565757,-1.834940,-12.927753,-0.141751,0.242574,-0.003343
180,1.500000,-0.578048,-1.846065,-12.825985,-0.141737,0.242617,-0.003352
181,1.508333,-0.567633,-1.841540,-12.932744,-0.141777,0.242599,-0.003346
182,1.516667,-0.565938,-1.839527,-12.942529,-0.141776,0.242619,-0.003350
183,1.525000,-0.567631,-1.839646,-12.945352,-0.141800,0.242616,-0.003354
184,1.533333,-0.593270,-1.823429,-12.833582,-0.141696,0.242636,-0.003330
185,1.541667,-0.595627,-1.827002,-12.832580,-0.141696,0.242643,-0.003328
186,1.550000,-0.581915,-1.854204,-12.833982,-0.141743,0.242622,-0.003362
187,1.558333,-0.566163,-1.839805,-12.932581,-0.141782,0.242605,-0.003342
188,1.566667,-0.578456,-1.846818,-12.888249,-0.141749,0.242607,-0.003382
189,1.575000,-0.559312,-1.845745,-12.828468,-0.141720,0.242611,-0.003360
190,1.583333,-0.567387,-1.846115,-12.813774,-0.141720,0.242590,-0.003360
191,1.591667,-0.558480,-1.848331,-12.939332,-0.141746,0.242586,-0.003365
192,1.600000,-0.554947,-1.843797,-12.816660,-0.141733,0.242592,-0.003350
193,1.608333,-0.561127,-1.837237,-12.816866,-0.141713,0.242589,-0.003357
194,1.616667,-0.633290,-1.838044,-12.993367,-0.141730,0.242695,-0.003353
195,1.625000,-0.642357,-1.849539,-12.881751,-0.141735,0.242727,-0.003360
196,1.633333,-0.562742,-1.845037,-12.935270,-0.141749,0.242583,-0.003356
197,1.641667,-0.582943,-1.850737,-12.940216,-0.141759,0.242596,-0.003363
198,1.650000,-0.573150,-1.836316,-12.936764,-0.141778,0.242588,-0.003342
199,1.658333,-0.562415,-1.849155,-12.822368,-0.141729,0.242592,-0.003354
200,1.666667,-0.568374,-1.844971,-12.825566,-0.141715,0.242598,-0.003340
201,1.675000,-0.565660,-1.840458,-12.948027,-0.141780,0.242600,-0.003342
202,1.683333,-0.580637,-1.856305,-12.956332,-0.141807,0.242622,-0.003362
203,1.691667,-0.598684,-1.835799,-12.971723,-0.141794,0.242663,-0.003322
204,1.700000,-0.574620,-1.850794,-12.949840,-0.141793,0.242621,-0.003345
205,1.708333,-0.565331,-1.840666,-12.812848,-0.141723,0.242590,-0.003356
206,1.716667,-0.569703,-1.834766,-12.959181,-0.141834,0.242629,-0.003327
207,1.725000,-0.573962,-1.847466,-12.818089,-0.141723,0.242588,-0.003348
208,1.733333,-0.568822,-1.839326,-12.816957,-0.141722,0.242600,-0.003346
209,1.741667,-0.565687,-1.848335,-12.817564,-0.141734,0.242594,-0.003358
210,1.750000,-0.557616,-1.848122,-12.820274,-0.141718,0.242602,-0.003363
211,1.758333,-0.591544,-1.825355,-12.958573,-0.141762,0.242636,-0.003316
212,1.766667,-0.593461,-1.831639,-12.848461,-0.141707,0.242651,-0.003344
213,1.775000,-0.595783,-1.826156,-12.953645,-0.141773,0.242642,-0.003335
214,1.783333,-0.567896,-1.839011,-12.942028,-0.141790,0.242600,-0.003343
215,1.791667,-0.563851,-1.844874,-12.937228,-0.141750,0.242579,-0.003354
216,1.800000,-0.575316,-1.850580,-12.827739,-0.141735,0.242622,-0.003360
217,1.808333,-0.584187,-1.832132,-12.849414,-0.141691,0.242660,-0.003334
218,1.816667,-0.564626,-1.839996,-12.816978,-0.141725,0.242597,-0.003349
219,1.825000,-0.569394,-1.843756,-12.941128,-0.141785,0.242603,-0.003350
220,1.833333,-0.576938,-1.857216,-12.832800,-0.141735,0.242623,-0.003366
221,1.841667,-0.567860,-1.846902,-12.828227,-0.141723,0.242617,-0.003361
222,1.850000,-0.560815,-1.844827,-12.818137,-0.141711,0.242601,-0.003351
223,1.858333,-0.571223,-1.836350,-12.933413,-0.141747,0.242573,-0.003347
224,1.866667,-0.563818,-1.833559,-12.936046,-0.141744,0.242579,-0.003336
225,1.875000,-0.574970,-1.840616,-12.937082,-0.141781,0.242590,-0.003347
226,1.883333,-0.585742,-1.850028,-12.946109,-0.141768,0.242595,-0.003360
227,1.891667,-0.595731,-1.830849,-12.843508,-0.141698,0.242639,-0.003337
228,1.900000,-0.589511,-1.827463,-12.839602,-0.141694,0.242640,-0.003334
229,1.908333,-0.578158,-1.844115,-12.939009,-0.141790,0.242601,-0.003351
230,1.916667,-0.567077,-1.857026,-12.835727,-0.141733,0.242621,-0.003374
231,1.925000,-0.597439,-1.825490,-12.951982,-0.141732,0.242626,-0.003331
232,1.933333,-0.578430,-1.846205,-12.946177,-0.141772,0.242610,-0.003367
233,1.941667,-0.568043,-1.842389,-12.933673,-0.141747,0.242578,-0.003352
234,1.950000,-0.568704,-1.844725,-12.821809,-0.141734,0.242597,-0.003360
235,1.958333,-0.590288,-1.838844,-12.840287,-0.141691,0.242655,-0.003323
236,1.966667,-0.597687,-1.831664,-12.838609,-0.141709,0.242637,-0.003332
237,1.975000,-0.570579,-1.852232,-12.831350,-0.141752,0.242610,-0.003367
238,1.983333,-0.569693,-1.839363,-12.814021,-0.141739,0.242594,-0.003349
239,1.991667,-0.634188,-1.839218,-12.870976,-0.141716,0.242702,-0.003359
240,2.000000,-0.628867,-1.848729,-12.998976,-0.141701,0.242713,-0.003339
241,2.008333,-0.584533,-1.852359,-12.858659,-0.141678,0.242695,-0.003323
242,2.016667,-0.562857,-1.838736,-12.829139,-0.141756,0.242621,-0.003359
243,2.025000,-0.565879,-1.847785,-12.820914,-0.141741,0.242593,-0.003356
244,2.033333,-0.560558,-1.843840,-12.824541,-0.141735,0.242614,-0.003368
245,2.041667,-0.605825,-1.836030,-12.856950,-0.141719,0.242674,-0.003337
246,2.050000,-0.569223,-1.841656,-12.832304,-0.141725,0.242623,-0.003373
247,2.058333,-0.590284,-1.827767,-12.954198,-0.141724,0.242621,-0.003336
248,2.066667,-0.636920,-1.855776,-12.888318,-0.141720,0.242742,-0.003375
249,2.075000,-0.583069,-1.826090,-12.900481,-0.141690,0.242646,-0.003333
250,2.083333,-0.567091,-1.847084,-12.830974,-0.141738,0.242615,-0.003360
251,2.091667,-0.634581,-1.842482,-12.891251,-0.141760,0.242747,-0.003360
252,2.100000,-0.622779,-1.852232,-12.992694,-0.141707,0.242714,-0.003341
253,2.108333,-0.635388,-1.859826,-13.011261,-0.141727,0.242732,-0.003344
254,2.116667,-0.573365,-1.851718,-12.954052,-0.141799,0.242611,-0.003361
255,2.125000,-0.551495,-1.853908,-12.947603,-0.141727,0.242619,-0.003326
256,2.133333,-0.589935,-1.855651,-12.858685,-0.141671,0.242682,-0.003325
257,2.141667,-0.602053,-1.839562,-12.843975,-0.141718,0.242650,-0.003339
258,2.150000,-0.586693,-1.835604,-12.954758,-0.141699,0.242628,-0.003313
259,2.158333,-0.594624,-1.828394,-12.957416,-0.141770,0.242641,-0.003335
260,2.166667,-0.592252,-1.852915,-12.974088,-0.141710,0.242672,-0.003322
261,2.175000,-0.563703,-1.838510,-12.822390,-0.141722,0.242592,-0.003341
262,2.183333,-0.634501,-1.838402,-13.003192,-0.141802,0.242713,-0.003351
263,2.191667,-0.572065,-1.855698,-12.833806,-0.141749,0.242621,-0.003359
264,2.200000,-0.564344,-1.840422,-12.929878,-0.141803,0.242595,-0.003352
265,2.208333,-0.597762,-1.829080,-12.957582,-0.141780,0.242640,-0.003335
266,2.216667,-0.609023,-1.836872,-12.964712,-0.141752,0.242650,-0.003344
267,2.225000,-0.607761,-1.833140,-12.963263,-0.141792,0.242655,-0.003333
268,2.233333,-0.558741,-1.849479,-12.818605,-0.141727,0.242602,-0.003371
269,2.241667,-0.569603,-1.830822,-12.873023,-0.141739,0.242585,-0.003376
270,2.250000,-0.570848,-1.846822,-12.823326,-0.141744,0.242618,-0.003360
