timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
1119822988,3.28978,3.40714,25.1544,1.0
1119833680,3.30579,3.42376,25.1615,1.0
1119844371,3.32158,3.43994,25.1372,1.0
1119898194,3.37066,3.49074,25.133,1.0
1119908916,3.38431,3.50497,25.1458,1.0
1119919658,3.39774,3.51894,25.1558,1.0
1119930396,3.40589,3.52737,25.1544,1.0
1120209216,3.65774,3.78814,25.153,1.0
1120219911,3.65821,3.78855,25.1401,1.0
1120230651,3.65942,3.78988,25.153,1.0
1120241428,3.65913,3.78943,25.1287,1.0
1120252149,3.65684,3.7871,25.1344,1.0
1120262877,3.65707,3.78756,25.1701,1.0
1120273606,3.66344,3.79424,25.183,1.0
1120284376,3.67223,3.80317,25.1558,1.0
1120295139,3.67845,3.80962,25.1558,1.0
1120305894,3.68043,3.81156,25.1387,1.0
1120338011,3.65989,3.79042,25.1587,1.0
1120348798,3.64527,3.77514,25.1372,1.0
1120359529,3.62596,3.75525,25.1544,1.0
1120370326,3.60687,3.73565,25.1816,1.0
1120649522,3.49195,3.6165,25.1601,1.0
1120660265,3.50115,3.626,25.1558,1.0
1120671086,3.51051,3.63556,25.133,1.0
1120681824,3.52077,3.64618,25.1315,1.0
1120692576,3.53459,3.66061,25.1515,1.0
1120703302,3.55252,3.67925,25.1587,1.0
1120714119,3.57277,3.7002,25.1558,1.0
1120724833,3.59451,3.72286,25.1787,1.0
1120735626,3.61782,3.74685,25.153,1.0
1120800086,3.7957,3.93107,25.153,1.0
1120810817,3.82476,3.96113,25.153,1.0
1120821514,3.85577,3.99329,25.1601,1.0
1120832339,3.89168,4.03062,25.1801,1.0
1121111262,4.11052,4.25711,25.1487,1.0
1121122023,4.0964,4.24249,25.1487,1.0
1121132772,4.08157,4.2271,25.1544,1.0
1121143466,4.06717,4.21217,25.1515,1.0
1121154160,4.05556,4.20006,25.1387,1.0
1121164914,4.04748,4.19163,25.1287,1.0
1121175766,4.04185,4.18604,25.1644,1.0
1121186559,4.03832,4.1822,25.1401,1.0
1121197302,4.03494,4.17877,25.1501,1.0
1121208003,4.02737,4.17094,25.153,1.0
1121250887,3.95393,4.09494,25.1515,1.0
1121261577,3.93008,4.07029,25.1601,1.0
1121272269,3.90158,4.04076,25.1573,1.0
1121282960,3.8669,4.00465,25.1272,1.0
1121573005,3.7957,3.93102,25.153,1.0
1121583728,3.80427,3.93979,25.1358,1.0
1121594435,3.80812,3.94388,25.153,1.0
1121605128,3.80989,3.94572,25.153,1.0
1121615822,3.81207,3.94801,25.1573,1.0
1121626512,3.81555,3.95156,25.1501,1.0
1121637228,3.81887,3.95493,25.1415,1.0
1121648002,3.8216,3.95779,25.1458,1.0
1121658707,3.8277,3.96419,25.1587,1.0
1121690875,3.88511,4.02367,25.1587,1.0
1121701765,3.90568,4.04495,25.1558,1.0
1121712571,3.92354,4.06348,25.1601,1.0
1121723274,3.94285,4.08328,25.1315,1.0
1122013032,3.91369,4.05321,25.1401,1.0
1122023720,3.89779,4.03676,25.143,1.0
1122034410,3.87704,4.01523,25.1358,1.0
1122045222,3.85541,3.99284,25.1387,1.0
1122055963,3.83788,3.97484,25.1544,1.0
1122066653,3.8258,3.96232,25.153,1.0
1122077354,3.81629,3.95247,25.1544,1.0
1122088183,3.80638,3.94219,25.1515,1.0
1122098941,3.79522,3.93066,25.1544,1.0
1122109651,3.78394,3.9189,25.153,1.0
1122163366,3.73548,3.86873,25.1587,1.0
1122174060,3.729,3.862,25.1558,1.0
1122184757,3.72037,3.85297,25.1415,1.0
1122195451,3.71133,3.84369,25.1544,1.0
1122206143,3.70545,3.83746,25.1315,1.0
1122496133,4.11856,4.26545,25.153,1.0
1122506872,4.11961,4.26651,25.1501,1.0
1122517567,4.11634,4.263,25.1315,1.0
1122528266,4.11194,4.25849,25.1387,1.0
1122538988,4.10808,4.25444,25.1358,1.0
1122549677,4.10521,4.25163,25.1587,1.0
1122560378,4.10275,4.24889,25.133,1.0
1122571096,4.098,4.24414,25.1558,1.0
1122581826,4.08906,4.23489,25.1558,1.0
1122635589,4.03475,4.17853,25.1344,1.0
1122646335,4.03204,4.17589,25.1558,1.0
1122657044,4.03204,4.17584,25.1501,1.0
1122667802,4.03254,4.17623,25.1301,1.0
1122946842,4.11943,4.26631,25.153,1.0
1122957541,4.11208,4.25859,25.1387,1.0
1122968334,4.10214,4.24843,25.1558,1.0
1122979118,4.08936,4.23514,25.1501,1.0
1122989869,4.07513,4.22045,25.1558,1.0
1123000592,4.06237,4.20725,25.1573,1.0
1123011327,4.05413,4.19854,25.133,1.0
1123022073,4.04945,4.19392,25.1515,1.0
1123032824,4.04622,4.19077,25.1787,1.0
1123064952,4.04717,4.19156,25.1501,1.0
1123075769,4.04396,4.18824,25.1615,1.0
1123086540,4.03887,4.1829,25.153,1.0
